asset_id,hostname,vendor,product,version,criticality,internet_facing
A02471,microsoft-exchange-server-2471,Microsoft,Exchange Server,6.1.63,Medium,No
A02472,linux-ubuntu-2472,Linux,Ubuntu,6.8.25,High,No
A02473,vmware-esxi-2473,VMware,ESXi,10.2.14,High,No
A02474,cisco-meraki-2474,Cisco,Meraki,6.7.47,High,No
A02475,microsoft-windows-server-2475,Microsoft,Windows Server,9.6.74,High,Yes
A02476,apache-apache-http-server-2476,Apache,Apache HTTP Server,8.8.80,Medium,Yes
A02477,cisco-meraki-2477,Cisco,Meraki,10.8.93,Medium,No
A02478,microsoft-windows-server-2478,Microsoft,Windows Server,8.0.38,High,Yes
A02479,apache-tomcat-2479,Apache,Tomcat,3.7.52,Critical,No
A02480,oracle-weblogic-2480,Oracle,WebLogic,3.2.16,High,No
A02481,microsoft-windows-server-2481,Microsoft,Windows Server,6.9.68,Medium,No
A02482,vmware-esxi-2482,VMware,ESXi,10.7.87,Low,No
A02483,microsoft-windows-server-2483,Microsoft,Windows Server,4.4.0,Medium,No
A02484,vmware-vcenter-2484,VMware,vCenter,7.4.86,Critical,No
A02485,microsoft-windows-server-2485,Microsoft,Windows Server,8.8.14,Medium,No
A02486,apache-apache-http-server-2486,Apache,Apache HTTP Server,1.8.74,Medium,No
A02487,vmware-vcenter-2487,VMware,vCenter,9.3.69,High,No
A02488,vmware-vcenter-2488,VMware,vCenter,9.9.65,Medium,No
A02489,cisco-asa-2489,Cisco,ASA,3.5.2,Medium,No
A02490,vmware-esxi-2490,VMware,ESXi,3.6.81,Medium,Yes
A02491,oracle-oracle-db-2491,Oracle,Oracle DB,3.1.42,Low,No
A02492,apache-apache-http-server-2492,Apache,Apache HTTP Server,9.7.76,Medium,No
A02493,cisco-meraki-2493,Cisco,Meraki,7.6.41,Critical,Yes
A02494,oracle-oracle-db-2494,Oracle,Oracle DB,9.5.39,Medium,Yes
A02495,vmware-vcenter-2495,VMware,vCenter,6.6.54,Low,No
A02496,apache-apache-http-server-2496,Apache,Apache HTTP Server,3.2.40,High,Yes
A02497,microsoft-exchange-server-2497,Microsoft,Exchange Server,3.1.92,Low,No
A02498,oracle-weblogic-2498,Oracle,WebLogic,3.2.39,Low,Yes
A02499,vmware-esxi-2499,VMware,ESXi,8.5.84,Critical,No
A02500,linux-ubuntu-2500,Linux,Ubuntu,2.1.69,Critical,No
A02501,vmware-esxi-2501,VMware,ESXi,7.8.91,High,No
A02502,apache-tomcat-2502,Apache,Tomcat,6.5.49,Critical,No
A02503,microsoft-sql-server-2503,Microsoft,SQL Server,4.2.81,Medium,No
A02504,linux-redhat-2504,Linux,RedHat,10.5.29,High,No
A02505,linux-ubuntu-2505,Linux,Ubuntu,6.4.37,Medium,No
A02506,vmware-vcenter-2506,VMware,vCenter,9.7.86,Medium,Yes
A02507,vmware-vcenter-2507,VMware,vCenter,3.2.0,High,No
A02508,oracle-oracle-db-2508,Oracle,Oracle DB,8.7.97,High,No
A02509,cisco-ios-xe-2509,Cisco,IOS XE,4.8.26,Critical,No
A02510,linux-ubuntu-2510,Linux,Ubuntu,6.1.91,High,No
A02511,linux-centos-2511,Linux,CentOS,4.4.10,Medium,Yes
A02512,cisco-asa-2512,Cisco,ASA,7.2.35,Medium,Yes
A02513,cisco-asa-2513,Cisco,ASA,4.2.88,Medium,Yes
A02514,cisco-ios-xe-2514,Cisco,IOS XE,8.5.96,High,Yes
A02515,oracle-oracle-db-2515,Oracle,Oracle DB,3.6.63,Medium,Yes
A02516,linux-centos-2516,Linux,CentOS,5.3.77,Critical,No
A02517,vmware-esxi-2517,VMware,ESXi,3.5.65,Critical,No
A02518,vmware-vcenter-2518,VMware,vCenter,7.0.81,Medium,No
A02519,microsoft-windows-server-2519,Microsoft,Windows Server,7.7.24,Critical,Yes
A02520,apache-apache-http-server-2520,Apache,Apache HTTP Server,7.7.50,High,No
A02521,vmware-esxi-2521,VMware,ESXi,9.1.84,Critical,No
A02522,cisco-ios-xe-2522,Cisco,IOS XE,5.1.3,Medium,No
A02523,oracle-oracle-db-2523,Oracle,Oracle DB,4.9.29,High,Yes
A02524,linux-centos-2524,Linux,CentOS,7.6.50,High,Yes
A02525,vmware-vcenter-2525,VMware,vCenter,7.2.38,Critical,No
A02526,cisco-asa-2526,Cisco,ASA,1.2.91,Low,No
A02527,oracle-oracle-db-2527,Oracle,Oracle DB,10.8.43,High,Yes
A02528,vmware-vcenter-2528,VMware,vCenter,1.3.17,Critical,Yes
A02529,linux-ubuntu-2529,Linux,Ubuntu,9.0.35,High,No
A02530,apache-tomcat-2530,Apache,Tomcat,6.1.60,Critical,No
A02531,vmware-esxi-2531,VMware,ESXi,2.3.26,Medium,No
A02532,apache-apache-http-server-2532,Apache,Apache HTTP Server,8.3.17,Medium,No
A02533,oracle-weblogic-2533,Oracle,WebLogic,4.1.90,Critical,No
A02534,cisco-asa-2534,Cisco,ASA,8.5.33,High,No
A02535,cisco-asa-2535,Cisco,ASA,10.6.72,High,Yes
A02536,apache-apache-http-server-2536,Apache,Apache HTTP Server,1.7.21,High,Yes
A02537,oracle-weblogic-2537,Oracle,WebLogic,3.2.43,High,No
A02538,apache-apache-http-server-2538,Apache,Apache HTTP Server,3.3.43,Medium,No
A02539,microsoft-windows-server-2539,Microsoft,Windows Server,4.6.79,Critical,Yes
A02540,apache-apache-http-server-2540,Apache,Apache HTTP Server,5.5.43,Medium,No
A02541,vmware-esxi-2541,VMware,ESXi,8.5.19,Medium,No
A02542,oracle-weblogic-2542,Oracle,WebLogic,1.4.69,Medium,Yes
A02543,vmware-esxi-2543,VMware,ESXi,2.0.5,Low,Yes
A02544,microsoft-sql-server-2544,Microsoft,SQL Server,5.2.70,Medium,No
A02545,cisco-meraki-2545,Cisco,Meraki,2.0.46,High,Yes
A02546,apache-tomcat-2546,Apache,Tomcat,5.9.72,High,Yes
A02547,oracle-weblogic-2547,Oracle,WebLogic,4.8.60,High,No
A02548,cisco-meraki-2548,Cisco,Meraki,6.3.93,Medium,No
A02549,vmware-esxi-2549,VMware,ESXi,7.5.82,High,No
A02550,microsoft-sql-server-2550,Microsoft,SQL Server,8.6.86,Medium,No
A02551,linux-centos-2551,Linux,CentOS,4.4.29,High,No
A02552,linux-ubuntu-2552,Linux,Ubuntu,2.9.73,High,No
A02553,oracle-weblogic-2553,Oracle,WebLogic,3.3.88,High,No
A02554,oracle-oracle-db-2554,Oracle,Oracle DB,2.1.86,Medium,Yes
A02555,microsoft-exchange-server-2555,Microsoft,Exchange Server,8.2.15,Low,Yes
A02556,vmware-vcenter-2556,VMware,vCenter,8.0.76,Medium,No
A02557,linux-centos-2557,Linux,CentOS,4.5.81,High,No
A02558,apache-apache-http-server-2558,Apache,Apache HTTP Server,1.6.35,High,No
A02559,vmware-vcenter-2559,VMware,vCenter,8.2.54,Critical,No
A02560,microsoft-exchange-server-2560,Microsoft,Exchange Server,7.6.46,High,Yes
A02561,cisco-ios-xe-2561,Cisco,IOS XE,10.3.36,Medium,No
A02562,apache-tomcat-2562,Apache,Tomcat,7.4.22,High,Yes
A02563,linux-redhat-2563,Linux,RedHat,6.9.47,High,No
A02564,apache-tomcat-2564,Apache,Tomcat,4.0.64,Low,No
A02565,apache-tomcat-2565,Apache,Tomcat,9.6.87,Medium,Yes
A02566,cisco-asa-2566,Cisco,ASA,4.6.82,High,Yes
A02567,cisco-asa-2567,Cisco,ASA,6.1.31,Low,No
A02568,microsoft-sql-server-2568,Microsoft,SQL Server,3.2.74,High,No
A02569,vmware-esxi-2569,VMware,ESXi,4.3.20,High,No
A02570,apache-apache-http-server-2570,Apache,Apache HTTP Server,9.4.72,Critical,Yes
A02571,microsoft-sql-server-2571,Microsoft,SQL Server,4.9.4,Critical,No
A02572,microsoft-exchange-server-2572,Microsoft,Exchange Server,4.9.48,Medium,No
A02573,vmware-esxi-2573,VMware,ESXi,7.0.29,Medium,Yes
A02574,microsoft-exchange-server-2574,Microsoft,Exchange Server,1.2.20,Critical,No
A02575,oracle-oracle-db-2575,Oracle,Oracle DB,4.5.8,High,Yes
A02576,microsoft-exchange-server-2576,Microsoft,Exchange Server,4.7.54,Critical,No
A02577,oracle-oracle-db-2577,Oracle,Oracle DB,8.2.69,High,Yes
A02578,linux-ubuntu-2578,Linux,Ubuntu,7.3.88,High,No
A02579,vmware-vcenter-2579,VMware,vCenter,1.4.89,Medium,No
A02580,oracle-oracle-db-2580,Oracle,Oracle DB,8.9.41,Low,No
A02581,apache-apache-http-server-2581,Apache,Apache HTTP Server,1.8.10,High,No
A02582,linux-ubuntu-2582,Linux,Ubuntu,9.2.38,Low,No
A02583,linux-redhat-2583,Linux,RedHat,7.7.93,High,Yes
A02584,vmware-esxi-2584,VMware,ESXi,3.3.19,Critical,Yes
A02585,linux-ubuntu-2585,Linux,Ubuntu,6.8.34,Low,No
A02586,apache-tomcat-2586,Apache,Tomcat,8.5.29,Medium,No
A02587,apache-apache-http-server-2587,Apache,Apache HTTP Server,1.3.61,Critical,Yes
A02588,apache-apache-http-server-2588,Apache,Apache HTTP Server,4.2.21,High,No
A02589,vmware-vcenter-2589,VMware,vCenter,5.2.41,High,No
A02590,vmware-vcenter-2590,VMware,vCenter,10.7.56,Low,No
A02591,oracle-weblogic-2591,Oracle,WebLogic,8.4.20,Medium,No
A02592,linux-centos-2592,Linux,CentOS,2.7.46,Critical,Yes
A02593,cisco-ios-xe-2593,Cisco,IOS XE,2.0.58,High,No
A02594,oracle-oracle-db-2594,Oracle,Oracle DB,3.9.54,Critical,Yes
A02595,apache-apache-http-server-2595,Apache,Apache HTTP Server,7.5.66,High,Yes
A02596,oracle-oracle-db-2596,Oracle,Oracle DB,2.9.91,Critical,Yes
A02597,oracle-weblogic-2597,Oracle,WebLogic,7.3.78,Critical,No
A02598,apache-tomcat-2598,Apache,Tomcat,7.1.80,Medium,Yes
A02599,oracle-weblogic-2599,Oracle,WebLogic,7.0.43,Critical,No
A02600,microsoft-sql-server-2600,Microsoft,SQL Server,3.9.86,High,Yes
A02601,cisco-asa-2601,Cisco,ASA,4.5.11,Medium,No
A02602,vmware-esxi-2602,VMware,ESXi,9.4.82,Critical,No
A02603,cisco-asa-2603,Cisco,ASA,1.3.98,Medium,Yes
A02604,apache-apache-http-server-2604,Apache,Apache HTTP Server,10.5.97,Low,Yes
A02605,apache-tomcat-2605,Apache,Tomcat,8.6.52,Medium,Yes
A02606,vmware-vcenter-2606,VMware,vCenter,7.7.2,High,Yes
A02607,microsoft-sql-server-2607,Microsoft,SQL Server,7.0.37,Medium,No
A02608,cisco-meraki-2608,Cisco,Meraki,2.3.90,Medium,No
A02609,cisco-asa-2609,Cisco,ASA,5.9.36,Low,No
A02610,linux-ubuntu-2610,Linux,Ubuntu,4.1.5,Low,No
A02611,oracle-weblogic-2611,Oracle,WebLogic,10.4.44,Medium,Yes
A02612,vmware-vcenter-2612,VMware,vCenter,6.3.94,High,Yes
A02613,microsoft-windows-server-2613,Microsoft,Windows Server,1.8.95,Critical,No
A02614,oracle-weblogic-2614,Oracle,WebLogic,6.8.2,High,Yes
A02615,microsoft-exchange-server-2615,Microsoft,Exchange Server,9.4.59,Critical,Yes
A02616,linux-redhat-2616,Linux,RedHat,10.6.10,Medium,No
A02617,cisco-meraki-2617,Cisco,Meraki,6.2.12,Medium,Yes
A02618,vmware-esxi-2618,VMware,ESXi,6.4.85,Medium,No
A02619,cisco-meraki-2619,Cisco,Meraki,5.4.62,Medium,No
A02620,microsoft-sql-server-2620,Microsoft,SQL Server,1.6.6,High,No
A02621,oracle-oracle-db-2621,Oracle,Oracle DB,3.6.89,Medium,Yes
A02622,linux-centos-2622,Linux,CentOS,4.6.59,Critical,No
A02623,linux-redhat-2623,Linux,RedHat,3.6.19,Low,No
A02624,vmware-esxi-2624,VMware,ESXi,9.8.99,Medium,Yes
A02625,linux-redhat-2625,Linux,RedHat,5.1.4,High,No
A02626,oracle-weblogic-2626,Oracle,WebLogic,6.6.93,Medium,No
A02627,microsoft-sql-server-2627,Microsoft,SQL Server,8.9.43,Medium,No
A02628,oracle-oracle-db-2628,Oracle,Oracle DB,9.1.52,Critical,No
A02629,linux-centos-2629,Linux,CentOS,8.6.17,Low,No
A02630,linux-redhat-2630,Linux,RedHat,1.0.13,Critical,No
A02631,oracle-weblogic-2631,Oracle,WebLogic,1.3.8,High,Yes
A02632,linux-ubuntu-2632,Linux,Ubuntu,3.1.16,Critical,Yes
A02633,microsoft-exchange-server-2633,Microsoft,Exchange Server,1.9.14,High,Yes
A02634,oracle-oracle-db-2634,Oracle,Oracle DB,8.0.86,Critical,No
A02635,vmware-esxi-2635,VMware,ESXi,2.2.72,Medium,Yes
A02636,cisco-ios-xe-2636,Cisco,IOS XE,8.9.96,Low,No
A02637,apache-tomcat-2637,Apache,Tomcat,2.8.87,Critical,No
A02638,cisco-meraki-2638,Cisco,Meraki,8.0.6,Medium,Yes
A02639,linux-redhat-2639,Linux,RedHat,3.2.75,Medium,No
A02640,microsoft-windows-server-2640,Microsoft,Windows Server,4.0.21,High,No
A02641,linux-redhat-2641,Linux,RedHat,4.4.55,Medium,Yes
A02642,linux-centos-2642,Linux,CentOS,4.7.43,Low,Yes
A02643,vmware-esxi-2643,VMware,ESXi,6.4.21,Critical,Yes
A02644,cisco-ios-xe-2644,Cisco,IOS XE,6.0.76,High,No
A02645,vmware-vcenter-2645,VMware,vCenter,4.3.95,Medium,No
A02646,oracle-oracle-db-2646,Oracle,Oracle DB,4.4.44,Low,No
A02647,apache-tomcat-2647,Apache,Tomcat,10.6.82,Critical,Yes
A02648,cisco-ios-xe-2648,Cisco,IOS XE,4.5.99,Medium,No
A02649,cisco-ios-xe-2649,Cisco,IOS XE,6.7.6,High,No
A02650,microsoft-sql-server-2650,Microsoft,SQL Server,9.7.96,Medium,No
A02651,cisco-asa-2651,Cisco,ASA,1.8.88,Low,No
A02652,microsoft-windows-server-2652,Microsoft,Windows Server,6.1.89,Critical,No
A02653,microsoft-exchange-server-2653,Microsoft,Exchange Server,10.7.3,Low,No
A02654,linux-centos-2654,Linux,CentOS,1.8.71,Critical,No
A02655,cisco-ios-xe-2655,Cisco,IOS XE,7.1.34,Medium,No
A02656,linux-redhat-2656,Linux,RedHat,9.9.34,Medium,No
A02657,vmware-esxi-2657,VMware,ESXi,7.8.67,Medium,No
A02658,microsoft-windows-server-2658,Microsoft,Windows Server,5.9.65,High,Yes
A02659,cisco-meraki-2659,Cisco,Meraki,8.2.76,Low,No
A02660,oracle-oracle-db-2660,Oracle,Oracle DB,8.8.71,Critical,No
A02661,apache-tomcat-2661,Apache,Tomcat,10.5.69,Medium,Yes
A02662,cisco-asa-2662,Cisco,ASA,3.4.18,Critical,Yes
A02663,cisco-meraki-2663,Cisco,Meraki,5.6.80,Medium,Yes
A02664,vmware-esxi-2664,VMware,ESXi,5.7.65,Medium,No
A02665,oracle-weblogic-2665,Oracle,WebLogic,1.5.99,Medium,No
A02666,microsoft-exchange-server-2666,Microsoft,Exchange Server,1.2.34,Medium,No
A02667,cisco-ios-xe-2667,Cisco,IOS XE,10.2.69,High,No
A02668,cisco-asa-2668,Cisco,ASA,7.0.15,High,No
A02669,cisco-asa-2669,Cisco,ASA,10.5.0,Critical,No
A02670,linux-redhat-2670,Linux,RedHat,7.4.9,High,No
A02671,oracle-weblogic-2671,Oracle,WebLogic,3.1.70,Low,Yes
A02672,microsoft-sql-server-2672,Microsoft,SQL Server,4.6.7,Low,No
A02673,apache-apache-http-server-2673,Apache,Apache HTTP Server,10.8.47,Critical,No
A02674,oracle-oracle-db-2674,Oracle,Oracle DB,7.1.34,Medium,Yes
A02675,cisco-asa-2675,Cisco,ASA,5.9.48,High,Yes
A02676,apache-apache-http-server-2676,Apache,Apache HTTP Server,3.4.91,Low,No
A02677,apache-tomcat-2677,Apache,Tomcat,6.5.74,Critical,Yes
A02678,oracle-oracle-db-2678,Oracle,Oracle DB,4.1.86,Medium,No
A02679,linux-ubuntu-2679,Linux,Ubuntu,2.5.85,High,No
A02680,vmware-vcenter-2680,VMware,vCenter,3.6.79,Critical,Yes
A02681,apache-tomcat-2681,Apache,Tomcat,7.2.98,Medium,No
A02682,oracle-weblogic-2682,Oracle,WebLogic,8.3.39,Medium,No
A02683,vmware-esxi-2683,VMware,ESXi,8.3.37,Medium,No
A02684,linux-centos-2684,Linux,CentOS,10.4.62,Medium,No
A02685,oracle-oracle-db-2685,Oracle,Oracle DB,8.4.89,Critical,No
A02686,oracle-oracle-db-2686,Oracle,Oracle DB,8.7.76,Medium,Yes
A02687,microsoft-sql-server-2687,Microsoft,SQL Server,8.9.73,Medium,Yes
A02688,vmware-vcenter-2688,VMware,vCenter,2.4.87,Medium,No
A02689,vmware-vcenter-2689,VMware,vCenter,10.1.39,Low,No
A02690,apache-tomcat-2690,Apache,Tomcat,8.3.14,Critical,No
A02691,linux-redhat-2691,Linux,RedHat,5.4.57,Critical,No
A02692,microsoft-exchange-server-2692,Microsoft,Exchange Server,1.3.49,Medium,No
A02693,vmware-esxi-2693,VMware,ESXi,4.1.53,Low,No
A02694,apache-apache-http-server-2694,Apache,Apache HTTP Server,5.9.5,High,Yes
A02695,vmware-vcenter-2695,VMware,vCenter,7.9.1,Medium,No
A02696,microsoft-sql-server-2696,Microsoft,SQL Server,1.4.19,Medium,Yes
A02697,microsoft-exchange-server-2697,Microsoft,Exchange Server,9.1.85,Medium,No
A02698,oracle-oracle-db-2698,Oracle,Oracle DB,10.9.76,Medium,No
A02699,apache-apache-http-server-2699,Apache,Apache HTTP Server,5.5.43,Medium,No
A02700,apache-tomcat-2700,Apache,Tomcat,10.8.76,Low,Yes
A02701,microsoft-sql-server-2701,Microsoft,SQL Server,3.2.79,Low,Yes
A02702,microsoft-exchange-server-2702,Microsoft,Exchange Server,1.5.47,Medium,No
A02703,microsoft-sql-server-2703,Microsoft,SQL Server,9.5.13,Critical,No
A02704,microsoft-sql-server-2704,Microsoft,SQL Server,8.9.72,Medium,No
A02705,cisco-asa-2705,Cisco,ASA,1.6.88,Medium,No
A02706,vmware-esxi-2706,VMware,ESXi,9.1.41,Critical,No
A02707,vmware-esxi-2707,VMware,ESXi,4.3.88,High,No
A02708,apache-apache-http-server-2708,Apache,Apache HTTP Server,7.3.94,Critical,No
A02709,microsoft-windows-server-2709,Microsoft,Windows Server,6.5.95,Critical,Yes
A02710,oracle-weblogic-2710,Oracle,WebLogic,4.6.75,Critical,Yes
A02711,linux-centos-2711,Linux,CentOS,7.8.92,Medium,No
A02712,oracle-weblogic-2712,Oracle,WebLogic,8.0.86,Medium,Yes
A02713,linux-centos-2713,Linux,CentOS,9.7.83,High,Yes
A02714,vmware-vcenter-2714,VMware,vCenter,9.8.85,High,No
A02715,oracle-oracle-db-2715,Oracle,Oracle DB,7.9.45,Critical,Yes
A02716,apache-tomcat-2716,Apache,Tomcat,8.4.96,Low,Yes
A02717,oracle-weblogic-2717,Oracle,WebLogic,3.3.3,High,Yes
A02718,microsoft-windows-server-2718,Microsoft,Windows Server,2.1.28,High,No
A02719,microsoft-exchange-server-2719,Microsoft,Exchange Server,7.6.78,Critical,Yes
A02720,oracle-oracle-db-2720,Oracle,Oracle DB,9.7.55,Low,No
A02721,cisco-ios-xe-2721,Cisco,IOS XE,10.6.44,High,Yes
A02722,oracle-oracle-db-2722,Oracle,Oracle DB,1.1.65,High,No
A02723,apache-tomcat-2723,Apache,Tomcat,3.7.26,High,No
A02724,microsoft-exchange-server-2724,Microsoft,Exchange Server,5.9.6,Critical,Yes
A02725,microsoft-exchange-server-2725,Microsoft,Exchange Server,3.6.71,Low,Yes
A02726,cisco-asa-2726,Cisco,ASA,10.5.60,Medium,Yes
A02727,linux-ubuntu-2727,Linux,Ubuntu,7.6.48,Medium,No
A02728,vmware-esxi-2728,VMware,ESXi,3.8.17,Medium,No
A02729,cisco-ios-xe-2729,Cisco,IOS XE,9.4.28,Low,No
A02730,cisco-ios-xe-2730,Cisco,IOS XE,8.5.79,Low,No
A02731,microsoft-exchange-server-2731,Microsoft,Exchange Server,8.9.16,High,Yes
A02732,linux-ubuntu-2732,Linux,Ubuntu,9.0.64,Critical,Yes
A02733,cisco-meraki-2733,Cisco,Meraki,4.7.28,High,No
A02734,microsoft-exchange-server-2734,Microsoft,Exchange Server,3.8.23,High,No
A02735,vmware-vcenter-2735,VMware,vCenter,10.0.13,High,No
A02736,vmware-vcenter-2736,VMware,vCenter,3.4.6,High,Yes
A02737,linux-ubuntu-2737,Linux,Ubuntu,8.1.98,High,No
A02738,oracle-weblogic-2738,Oracle,WebLogic,6.5.54,Medium,Yes
A02739,oracle-oracle-db-2739,Oracle,Oracle DB,10.5.8,Low,No
A02740,cisco-ios-xe-2740,Cisco,IOS XE,1.2.67,Critical,No
A02741,oracle-oracle-db-2741,Oracle,Oracle DB,4.3.92,High,No
A02742,cisco-asa-2742,Cisco,ASA,3.7.98,Critical,No
A02743,microsoft-sql-server-2743,Microsoft,SQL Server,2.6.93,Low,No
A02744,vmware-vcenter-2744,VMware,vCenter,1.5.20,Medium,No
A02745,cisco-meraki-2745,Cisco,Meraki,8.1.74,Low,No
A02746,oracle-weblogic-2746,Oracle,WebLogic,5.7.41,Low,Yes
A02747,vmware-vcenter-2747,VMware,vCenter,8.2.69,Critical,No
A02748,apache-tomcat-2748,Apache,Tomcat,10.6.65,High,No
A02749,linux-redhat-2749,Linux,RedHat,7.1.19,Low,No
A02750,vmware-vcenter-2750,VMware,vCenter,3.4.64,High,No
A02751,vmware-esxi-2751,VMware,ESXi,9.6.26,Low,No
A02752,vmware-vcenter-2752,VMware,vCenter,5.0.82,High,Yes
A02753,oracle-weblogic-2753,Oracle,WebLogic,2.9.24,Medium,No
A02754,linux-ubuntu-2754,Linux,Ubuntu,3.6.34,Medium,No
A02755,apache-apache-http-server-2755,Apache,Apache HTTP Server,2.7.31,High,No
A02756,apache-apache-http-server-2756,Apache,Apache HTTP Server,8.0.73,High,Yes
A02757,linux-redhat-2757,Linux,RedHat,3.5.77,High,Yes
A02758,oracle-oracle-db-2758,Oracle,Oracle DB,10.9.99,High,No
A02759,cisco-ios-xe-2759,Cisco,IOS XE,4.4.7,Low,No
A02760,oracle-oracle-db-2760,Oracle,Oracle DB,7.6.16,Medium,No
A02761,linux-redhat-2761,Linux,RedHat,9.4.10,Low,No
A02762,cisco-asa-2762,Cisco,ASA,4.3.18,Critical,No
A02763,vmware-esxi-2763,VMware,ESXi,9.7.58,High,No
A02764,microsoft-sql-server-2764,Microsoft,SQL Server,7.3.46,High,Yes
A02765,cisco-ios-xe-2765,Cisco,IOS XE,6.3.87,High,No
A02766,linux-redhat-2766,Linux,RedHat,5.8.99,Low,No
A02767,microsoft-sql-server-2767,Microsoft,SQL Server,5.3.65,High,No
A02768,oracle-oracle-db-2768,Oracle,Oracle DB,9.3.11,High,No
A02769,oracle-oracle-db-2769,Oracle,Oracle DB,1.2.99,Low,No
A02770,apache-tomcat-2770,Apache,Tomcat,4.5.14,Low,Yes
A02771,microsoft-exchange-server-2771,Microsoft,Exchange Server,2.4.95,Low,Yes
A02772,cisco-asa-2772,Cisco,ASA,9.0.76,Critical,No
A02773,linux-redhat-2773,Linux,RedHat,7.1.20,High,No
A02774,microsoft-exchange-server-2774,Microsoft,Exchange Server,9.0.41,High,Yes
A02775,vmware-esxi-2775,VMware,ESXi,2.9.70,High,No
A02776,oracle-weblogic-2776,Oracle,WebLogic,4.2.32,Medium,No
A02777,linux-centos-2777,Linux,CentOS,2.1.9,Medium,No
A02778,oracle-weblogic-2778,Oracle,WebLogic,1.0.6,High,No
A02779,microsoft-exchange-server-2779,Microsoft,Exchange Server,9.5.58,Low,No
A02780,oracle-oracle-db-2780,Oracle,Oracle DB,10.1.41,Critical,Yes
A02781,linux-ubuntu-2781,Linux,Ubuntu,1.3.72,Medium,Yes
A02782,oracle-oracle-db-2782,Oracle,Oracle DB,4.3.55,High,No
A02783,linux-centos-2783,Linux,CentOS,6.6.93,High,No
A02784,linux-centos-2784,Linux,CentOS,9.2.55,Medium,No
A02785,microsoft-windows-server-2785,Microsoft,Windows Server,6.5.9,High,No
A02786,vmware-vcenter-2786,VMware,vCenter,5.4.48,Critical,Yes
A02787,apache-apache-http-server-2787,Apache,Apache HTTP Server,3.4.66,Critical,Yes
A02788,linux-ubuntu-2788,Linux,Ubuntu,10.5.42,High,No
A02789,linux-ubuntu-2789,Linux,Ubuntu,8.3.2,High,Yes
A02790,vmware-esxi-2790,VMware,ESXi,1.2.41,Medium,No
A02791,microsoft-sql-server-2791,Microsoft,SQL Server,3.2.22,High,Yes
A02792,apache-tomcat-2792,Apache,Tomcat,5.6.84,High,No
A02793,oracle-weblogic-2793,Oracle,WebLogic,8.9.11,Low,No
A02794,vmware-vcenter-2794,VMware,vCenter,4.1.27,Medium,No
A02795,cisco-ios-xe-2795,Cisco,IOS XE,8.0.20,Low,No
A02796,microsoft-windows-server-2796,Microsoft,Windows Server,2.2.97,Medium,Yes
A02797,linux-ubuntu-2797,Linux,Ubuntu,8.1.24,High,No
A02798,vmware-esxi-2798,VMware,ESXi,10.3.55,High,No
A02799,oracle-weblogic-2799,Oracle,WebLogic,3.4.87,Low,No
A02800,apache-tomcat-2800,Apache,Tomcat,5.1.99,Low,No
A02801,vmware-esxi-2801,VMware,ESXi,4.3.61,High,No
A02802,oracle-oracle-db-2802,Oracle,Oracle DB,6.4.12,Low,No
A02803,vmware-esxi-2803,VMware,ESXi,5.7.43,High,Yes
A02804,microsoft-sql-server-2804,Microsoft,SQL Server,8.5.49,Medium,No
A02805,cisco-ios-xe-2805,Cisco,IOS XE,2.0.19,Low,No
A02806,cisco-meraki-2806,Cisco,Meraki,10.1.72,Low,No
A02807,oracle-weblogic-2807,Oracle,WebLogic,7.1.49,High,No
A02808,oracle-weblogic-2808,Oracle,WebLogic,8.7.80,Medium,No
A02809,oracle-oracle-db-2809,Oracle,Oracle DB,3.5.54,Critical,Yes
A02810,vmware-vcenter-2810,VMware,vCenter,8.4.44,Low,No
A02811,microsoft-windows-server-2811,Microsoft,Windows Server,4.5.34,High,No
A02812,linux-centos-2812,Linux,CentOS,8.1.49,Medium,No
A02813,linux-centos-2813,Linux,CentOS,3.9.68,High,No
A02814,cisco-asa-2814,Cisco,ASA,4.9.31,Low,No
A02815,oracle-weblogic-2815,Oracle,WebLogic,9.8.13,High,No
A02816,oracle-oracle-db-2816,Oracle,Oracle DB,7.9.79,High,Yes
A02817,cisco-asa-2817,Cisco,ASA,10.9.70,Critical,No
A02818,linux-centos-2818,Linux,CentOS,7.8.68,High,No
A02819,cisco-meraki-2819,Cisco,Meraki,5.7.52,High,Yes
A02820,linux-redhat-2820,Linux,RedHat,9.1.90,Low,No
A02821,vmware-vcenter-2821,VMware,vCenter,8.5.19,Low,No
A02822,linux-redhat-2822,Linux,RedHat,6.2.20,Medium,Yes
A02823,apache-apache-http-server-2823,Apache,Apache HTTP Server,8.3.61,Medium,Yes
A02824,linux-redhat-2824,Linux,RedHat,1.1.67,Medium,No
A02825,apache-apache-http-server-2825,Apache,Apache HTTP Server,1.8.53,Critical,No
A02826,microsoft-sql-server-2826,Microsoft,SQL Server,8.8.9,Low,No
A02827,vmware-vcenter-2827,VMware,vCenter,6.6.50,Low,No
A02828,apache-apache-http-server-2828,Apache,Apache HTTP Server,9.9.83,Critical,Yes
A02829,oracle-weblogic-2829,Oracle,WebLogic,1.9.36,Critical,Yes
A02830,apache-apache-http-server-2830,Apache,Apache HTTP Server,6.8.18,Medium,Yes
A02831,vmware-esxi-2831,VMware,ESXi,6.3.55,Medium,No
A02832,linux-redhat-2832,Linux,RedHat,10.2.23,Medium,No
A02833,microsoft-sql-server-2833,Microsoft,SQL Server,1.4.13,Critical,No
